"trial.type","pas","trial","jitter.x","jitter.y","odd.digit","target.contrast","target.frames","cue","task","target.type","rt.subj","rt.obj","even.digit","obj.resp","subject"
"experiment",3,23,-0.688962561691,-0.803209287234,5,0.1,6,16,"pairs","odd",6.31883311272,1.80929803848,2,"o","029"
"experiment",4,24,0.833534401466,0.190777596807,7,0.1,4,14,"singles","odd",2.64678406715,1.51490306854,8,"o","029"
"experiment",4,25,0.552997909619,0.467509077334,7,0.1,5,14,"singles","even",0.582739830017,0.663519859314,8,"e","029"
"experiment",1,26,-0.483486557782,0.878482514374,7,0.1,1,14,"singles","even",0.590770959854,1.7604739666,8,"e","029"
"experiment",4,27,-0.576630201683,0.219575437882,7,0.1,2,14,"singles","odd",0.742892980576,0.902054071426,8,"o","029"
"experiment",3,28,-0.630877659925,0.709816813328,7,0.1,3,14,"singles","even",2.75075507164,0.535805940628,8,"e","029"
"experiment",4,29,-0.355771099484,-0.376649517398,7,0.1,6,14,"singles","even",0.670866966248,1.38815522194,8,"e","029"
"experiment",2,30,-0.688246417788,-0.211284131247,7,0.1,3,14,"singles","odd",1.42278695107,1.18896698952,8,"o","029"
"experiment",3,31,0.190237559406,-0.647250300867,7,0.1,4,14,"singles","odd",0.694983005524,1.47886419296,8,"o","029"
"experiment",3,32,-0.984599559941,-0.249268708539,7,0.1,5,14,"singles","even",3.71091890335,1.13949918747,8,"e","029"
"experiment",3,33,-0.266204267611,-0.508718089069,7,0.1,6,14,"singles","odd",5.33419299126,1.82418203354,8,"o","029"
"experiment",2,34,0.990510443664,0.257775564884,7,0.1,1,14,"singles","even",4.1426961422,0.885608911514,8,"o","029"
"experiment",3,35,0.362799830422,-0.108069259405,7,0.1,2,14,"singles","odd",0.861983060837,0.721482992172,8,"o","029"
"experiment",2,36,-0.996410190794,-0.875834913793,5,0.1,2,0,"quadruplet","even",3.0468518734,1.47739195824,8,"e","029"
"experiment",4,37,-0.10097848409,0.673547775412,3,0.1,3,0,"quadruplet","odd",0.990802049637,1.84912610054,8,"o","029"
"experiment",4,38,0.737716293256,0.636166764463,7,0.1,4,0,"quadruplet","odd",0.59086894989,1.33094906807,4,"o","029"
"experiment",2,39,-0.720672303373,0.893391815352,5,0.1,1,0,"quadruplet","even",1.3108048439,1.22954392433,8,"e","029"
"experiment",4,40,0.95063749492,-0.970282490522,7,0.1,5,0,"quadruplet","odd",0.542824983597,0.648259878159,4,"o","029"
"experiment",4,41,-0.0802576396637,0.919920439689,5,0.1,6,0,"quadruplet","even",0.50284409523,0.589858055115,8,"e","029"
"experiment",2,42,0.540751182503,-0.60663800706,7,0.1,3,0,"quadruplet","even",0.782773971558,1.66601204872,2,"e","029"
"experiment",3,43,-0.861359595997,0.157521707629,5,0.1,6,0,"quadruplet","odd",1.67082595825,1.86352705956,2,"o","029"
"experiment",2,44,0.72726075303,-0.723720137595,9,0.1,1,0,"quadruplet","even",1.41408991814,0.823492050171,6,"e","029"
"experiment",3,45,0.466555192266,0.324734442418,7,0.1,4,0,"quadruplet","even",5.34208488464,0.681249141693,6,"e","029"
"experiment",2,46,-0.467428720731,0.00983129402931,9,0.1,2,0,"quadruplet","odd",0.790066003799,2.71300196648,8,"e","029"
"experiment",3,47,0.604479414492,-0.558232245672,5,0.1,5,0,"quadruplet","odd",0.870765924454,4.28836393356,2,"o","029"
"experiment",3,48,0.351983407144,0.983674454329,3,0.1,6,12,"singles","even",3.79887604713,1.40741801262,8,"e","029"
"experiment",4,49,0.649003623417,0.249136151482,3,0.1,5,12,"singles","even",0.662909030914,0.785933017731,8,"e","029"
"experiment",1,50,-0.557350369264,-0.555503086821,3,0.1,2,12,"singles","odd",0.533949136734,1.87182688713,8,"o","029"
"experiment",2,51,0.379500491585,-0.801695443456,3,0.1,1,12,"singles","odd",0.574882030487,0.816895961761,8,"o","029"
"experiment",3,52,0.608311704498,-0.33805738507,3,0.1,4,12,"singles","odd",0.534763097763,1.100233078,8,"o","029"
"experiment",4,53,-0.59822301445,0.868151099064,3,0.1,3,12,"singles","even",0.726159095764,0.614143848419,8,"e","029"
"experiment",2,54,-0.942330572005,-0.781853315385,3,0.1,5,12,"singles","odd",0.390804052353,0.999400854111,8,"o","029"
"experiment",2,55,-0.0663245182133,-0.520891925176,3,0.1,3,12,"singles","even",0.750231981277,0.98912191391,8,"e","029"
"experiment",2,56,0.745078701384,-0.12286482174,3,0.1,4,12,"singles","even",3.40686392784,0.538953065872,8,"e","029"
"experiment",1,57,0.889823656776,0.163571790207,3,0.1,1,12,"singles","odd",0.350675106049,2.04874682426,8,"o","029"
"experiment",1,58,-0.777624953028,0.654234162204,3,0.1,2,12,"singles","odd",2.33484005928,0.851485013962,8,"e","029"
"experiment",4,59,-0.722104079733,-0.34587318705,3,0.1,6,12,"singles","even",0.726972818375,0.743635892868,8,"e","029"
"experiment",4,60,0.0686958547868,-0.0285541274061,9,0.1,4,34,"pairs","even",4.89495015144,1.56755399704,8,"e","029"
"experiment",1,61,0.489580276052,0.482845006248,5,0.1,1,34,"pairs","even",2.96685695648,11.7015621662,8,"e","029"
"experiment",4,62,0.799558322264,-0.513694303027,9,0.1,5,34,"pairs","odd",1.19887089729,0.780459165573,8,"o","029"
"experiment",3,63,0.0920642356852,0.686417013133,5,0.1,3,34,"pairs","odd",0.894798994064,0.91472697258,6,"o","029"
"experiment",2,64,0.234387310086,0.136377032718,9,0.1,2,34,"pairs","odd",1.14281916618,0.690773963928,8,"e","029"
"experiment",3,65,0.434319635595,-0.411360404104,5,0.1,6,34,"pairs","even",1.22288799286,0.771447896957,8,"e","029"
"experiment",3,66,0.912949099424,-0.449003546735,9,0.1,5,34,"pairs","odd",0.718755960464,1.3523619175,8,"o","029"
"experiment",2,67,-0.0140484009248,-0.772560828228,5,0.1,4,34,"pairs","even",0.574804067612,2.4122531414,8,"o","029"
"experiment",2,68,0.172959080749,-0.69155137351,5,0.1,2,34,"pairs","odd",1.19082999229,0.88280916214,8,"e","029"
"experiment",1,69,0.728690044859,-0.604340570947,5,0.1,1,34,"pairs","even",0.73480796814,1.13360714912,8,"o","029"
"experiment",4,70,-0.80237611167,0.602111856039,9,0.1,6,34,"pairs","even",0.7027759552,1.58021402359,6,"e","029"
"experiment",2,71,-0.330856641691,0.368299456818,9,0.1,3,34,"pairs","odd",1.52576708794,1.13057994843,6,"o","029"
"experiment",2,72,-0.415666094939,0.924508619067,9,0.1,4,15,"singles","even",0.782886981964,1.08112311363,8,"e","029"
"experiment",2,73,0.286588157961,0.273989593518,9,0.1,5,15,"singles","even",0.638836145401,1.21583986282,8,"e","029"
"experiment",2,74,-0.118873818381,0.0854663386197,9,0.1,2,15,"singles","odd",1.30294799805,1.00235700607,8,"o","029"
"experiment",2,75,-0.143943610846,-0.788236719966,9,0.1,1,15,"singles","odd",0.630036115646,1.15161585808,8,"e","029"
"experiment",4,76,-0.856046998384,0.187995103212,9,0.1,6,15,"singles","even",0.629944086075,1.89817786217,8,"e","029"
"experiment",2,77,-0.870960261413,-0.983893655756,9,0.1,3,15,"singles","odd",1.07079291344,1.11263608932,8,"o","029"
"experiment",4,78,0.24762129441,0.931419297405,9,0.1,3,15,"singles","even",0.8708319664,0.782942056656,8,"e","029"
"experiment",2,79,0.910185592257,-0.603549314924,9,0.1,4,15,"singles","odd",1.21483492851,2.86015605927,8,"o","029"
"experiment",4,80,-0.592281624696,-0.0382499798995,9,0.1,2,15,"singles","even",0.694869041443,0.741358995438,8,"e","029"
"experiment",2,81,0.228544224771,-0.377256110147,9,0.1,1,15,"singles","odd",0.998891115189,0.666156053543,8,"e","029"
"experiment",3,82,-0.683277866554,-0.787344074981,9,0.1,5,15,"singles","even",1.88681793213,0.717947006226,8,"e","029"
"experiment",4,83,-0.595673530605,0.821389052789,9,0.1,6,15,"singles","odd",2.926831007,1.04238009453,8,"o","029"
"experiment",3,84,0.788656784865,0.354905325317,5,0.1,3,0,"pairs","odd",2.92678689957,1.31116509438,2,"o","029"
"experiment",4,85,0.0336612895411,-0.551084720188,5,0.1,6,0,"pairs","even",0.42284488678,0.856320858002,4,"e","029"
"experiment",2,86,0.0981351514175,0.663617081032,3,0.1,2,0,"pairs","odd",0.710827827454,0.817276954651,4,"o","029"
"experiment",1,87,-0.931725026367,-0.87791869655,3,0.1,1,0,"pairs","even",0.398824930191,1.19867515564,4,"e","029"
"experiment",3,88,-0.596349314717,0.409858071631,5,0.1,5,0,"pairs","odd",2.28599214554,5.61476182938,2,"o","029"
"experiment",2,89,0.413685960175,-0.206800811168,3,0.1,4,0,"pairs","odd",1.0067949295,1.06649422646,4,"o","029"
"experiment",3,90,-0.311187556061,-0.567340676885,5,0.1,4,0,"pairs","even",0.774842023849,1.19188404083,2,"e","029"
"experiment",4,91,0.237010502019,-0.016985851179,3,0.1,6,0,"pairs","even",1.59880495071,1.77665615082,4,"e","029"
"experiment",2,92,-0.405124178547,0.310719955947,5,0.1,3,0,"pairs","even",1.22269797325,2.5433781147,4,"e","029"
"experiment",1,93,-0.696275005485,-0.259223737783,5,0.1,1,0,"pairs","odd",0.49405503273,1.57165813446,2,"o","029"
"experiment",1,94,0.297636701561,0.729137894714,3,0.1,2,0,"pairs","even",2.58203601837,1.79960012436,4,"o","029"
"experiment",4,95,-0.033737076893,0.474192359671,3,0.1,5,0,"pairs","odd",4.14286708832,0.622025966644,2,"o","029"
"experiment",3,96,0.805782262678,0.497606510795,5,0.1,5,0,"quadruplet","odd",0.846999883652,1.51358604431,6,"o","029"
"experiment",1,97,-0.603293941372,0.0155347907513,5,0.1,3,0,"quadruplet","odd",0.606792926788,0.874467134476,2,"e","029"
"experiment",4,98,0.449953764773,0.358761849888,7,0.1,4,0,"quadruplet","even",1.95004296303,0.756258964539,2,"e","029"
"experiment",2,99,0.399324586145,-0.418477128038,3,0.1,1,0,"quadruplet","even",0.526798963547,1.07985496521,4,"e","029"
"experiment",1,100,0.619766149757,0.318495688335,5,0.1,2,0,"quadruplet","odd",1.22282505035,1.73120999336,4,"o","029"
"experiment",3,101,-0.195039049984,0.810871515819,5,0.1,6,0,"quadruplet","even",0.934084892273,0.683603048325,8,"e","029"
"experiment",2,102,0.771561776173,0.0767974478304,5,0.1,1,0,"quadruplet","even",1.91077709198,0.434236049652,2,"o","029"
"experiment",1,103,-0.446736321034,-0.990266273008,5,0.1,2,0,"quadruplet","odd",1.23799014091,1.21320486069,6,"e","029"
"experiment",2,104,0.844886451554,-0.724356957229,9,0.1,6,0,"quadruplet","even",1.26262497902,1.62070298195,6,"e","029"
"experiment",4,105,0.821686151379,-0.489501479439,3,0.1,5,0,"quadruplet","even",0.662081003189,1.04597616196,2,"e","029"
"experiment",3,106,-0.961195790598,0.773000794568,3,0.1,4,0,"quadruplet","odd",1.5028898716,4.40656781197,4,"o","029"
"experiment",3,107,-0.482604795772,0.280303315797,5,0.1,3,0,"quadruplet","odd",0.566750049591,0.864706039429,8,"o","029"
"experiment",2,108,-0.347384359218,0.00113638266921,7,0.1,3,6,"singles","even",2.87075209618,2.00475907326,4,"e","029"
"experiment",4,109,0.10807860536,-0.709082251691,7,0.1,5,6,"singles","odd",5.75888299942,0.696576118469,4,"o","029"
"experiment",2,110,0.707741326513,-0.324655910356,7,0.1,2,6,"singles","odd",1.00608706474,1.41130304337,4,"o","029"
"experiment",4,111,-0.573811112018,0.322225287096,7,0.1,6,6,"singles","even",1.53481698036,1.04268908501,4,"e","029"
"experiment",4,112,-0.638626725714,-0.61641404944,7,0.1,4,6,"singles","odd",0.582203865051,0.766339063644,4,"o","029"
"experiment",1,113,-0.968459973966,0.754162773804,7,0.1,1,6,"singles","odd",0.510886907578,1.02699589729,4,"e","029"
"experiment",1,114,-0.762080362455,0.737985243377,7,0.1,3,6,"singles","even",0.341972827911,1.04540705681,4,"o","029"
"experiment",1,115,-0.0385382252047,-0.996337311282,7,0.1,1,6,"singles","even",0.814134120941,0.684771060944,4,"o","029"
"experiment",4,116,-0.060747717864,-0.770481731995,7,0.1,5,6,"singles","even",0.934771060944,1.26550006866,4,"e","029"
"experiment",1,117,-0.416262604052,-0.422449685985,7,0.1,2,6,"singles","odd",0.382865905762,0.391360044479,4,"o","029"
"experiment",4,118,-0.0511636135364,-0.667414635226,7,0.1,4,6,"singles","odd",0.470746040344,0.734303951263,4,"o","029"
"experiment",4,119,0.47404594122,0.501245965594,7,0.1,6,6,"singles","even",0.63879609108,0.810503959656,4,"e","029"
"experiment",1,120,0.14369362668,0.709910733089,5,0.1,2,0,"quadruplet","even",0.494789123535,4.84472703934,6,"e","029"
"experiment",2,121,-0.0504713994768,0.992691248952,9,0.1,3,0,"quadruplet","even",3.59008789062,0.61236000061,2,"o","029"
"experiment",3,122,0.327555709025,-0.850173658468,9,0.1,4,0,"quadruplet","odd",1.08695197105,0.741080999374,8,"o","029"
"experiment",3,123,0.589858702265,-0.285542306794,5,0.1,5,0,"quadruplet","odd",0.68670797348,2.03246998787,8,"o","029"
"experiment",2,124,-0.979403882674,0.225126129698,5,0.1,1,0,"quadruplet","odd",1.02195382118,1.99667596817,2,"e","029"
"experiment",2,125,0.699524686678,0.11528013601,5,0.1,6,0,"quadruplet","even",0.998032093048,1.17681002617,8,"e","029"
"experiment",1,126,-0.560594829282,0.237874262428,5,0.1,2,0,"quadruplet","even",0.405944108963,1.00286316872,2,"o","029"
"experiment",1,127,-0.973991428105,0.091271857782,5,0.1,3,0,"quadruplet","odd",0.310828924179,0.527570962906,2,"e","029"
"experiment",4,128,0.95203349277,-0.992924076814,7,0.1,6,0,"quadruplet","even",1.0700609684,0.924067974091,6,"e","029"
"experiment",3,129,0.111800992715,0.225851406537,7,0.1,5,0,"quadruplet","odd",0.814779996872,3.00811290741,4,"o","029"
"experiment",1,130,-0.959387659638,-0.235803750501,7,0.1,4,0,"quadruplet","odd",0.64591884613,0.647679805756,6,"e","029"
"experiment",3,131,-0.461481631769,-0.586312739769,9,0.1,1,0,"quadruplet","even",0.654907941818,0.329120874405,2,"o","029"
"experiment",2,132,0.749533905235,0.640689016048,3,0.1,2,32,"pairs","odd",0.43080496788,1.09372496605,6,"e","029"
"experiment",4,133,-0.673284422564,0.113819619474,3,0.1,6,32,"pairs","odd",1.21481704712,1.40641689301,8,"o","029"
"experiment",4,134,0.390727290578,0.186755388594,3,0.1,4,32,"pairs","even",0.382665157318,2.00642895699,6,"e","029"
"experiment",4,135,-0.883412576405,0.113771073288,3,0.1,5,32,"pairs","even",0.48687505722,0.446058034897,6,"e","029"
"experiment",1,136,-0.218838171663,0.035738517483,3,0.1,1,32,"pairs","even",0.174726963043,0.944719076157,8,"e","029"
"experiment",2,137,0.230407461752,-0.452182068812,9,0.1,3,32,"pairs","odd",0.510340213776,1.33570599556,6,"e","029"
"experiment",4,138,0.858880299976,0.616158315064,9,0.1,6,32,"pairs","even",0.342808008194,0.603600978851,8,"e","029"
"experiment",1,139,0.140266680436,0.600862492353,3,0.1,2,32,"pairs","odd",0.318848133087,1.38367795944,8,"o","029"
"experiment",1,140,-0.0617297941997,0.786812984819,3,0.1,1,32,"pairs","odd",0.853952169418,0.636779069901,6,"e","029"
"experiment",4,141,0.10388191731,0.140993690198,3,0.1,4,32,"pairs","even",3.31887984276,0.676907062531,8,"e","029"
"experiment",3,142,-0.291825097567,0.0278411615558,3,0.1,3,32,"pairs","even",1.94285106659,0.961390018463,6,"e","029"
"experiment",4,143,0.862259218876,0.298780729097,3,0.1,5,32,"pairs","odd",0.950871944427,0.562287807465,8,"o","029"
"experiment",1,144,0.684288725549,-0.0344995950477,9,0.1,2,0,"quadruplet","even",0.462791204453,2.74583792686,6,"e","029"
"experiment",4,145,-0.249585938566,-0.911604284645,5,0.1,6,0,"quadruplet","even",0.462044000626,0.987801790237,8,"e","029"
"experiment",3,146,-0.661440869669,-0.817517242062,9,0.1,4,0,"quadruplet","odd",4.43084597588,0.874886989594,4,"o","029"
"experiment",4,147,0.254879548142,0.798448023016,9,0.1,5,0,"quadruplet","odd",0.414656877518,2.16011309624,2,"o","029"
"experiment",3,148,0.530809277468,0.720386103772,3,0.1,3,0,"quadruplet","odd",0.525903940201,0.694543123245,8,"o","029"
"experiment",1,149,-0.372258465229,0.736191293959,5,0.1,1,0,"quadruplet","even",0.254720926285,2.67236399651,4,"e","029"
"experiment",3,150,0.152292649029,-0.861840832276,3,0.1,4,0,"quadruplet","odd",0.790542840958,0.865541934967,4,"o","029"
"experiment",4,151,-0.166681132664,0.222773464784,9,0.1,6,0,"quadruplet","even",0.558846950531,0.514178991318,4,"e","029"
"experiment",1,152,-0.300359797722,-0.097271295829,3,0.1,2,0,"quadruplet","even",0.75879907608,0.470214128494,2,"e","029"
"experiment",1,153,-0.475189799536,0.728756943457,9,0.1,3,0,"quadruplet","even",3.90284609795,0.371653079987,4,"o","029"
"experiment",2,154,-0.835666018538,0.942888877325,7,0.1,5,0,"quadruplet","odd",0.894787073135,5.62603712082,4,"e","029"
"experiment",2,155,-0.207340253028,-0.148249102214,7,0.1,1,0,"quadruplet","odd",1.19007301331,0.817898035049,6,"e","029"
"experiment",2,156,-0.619693014896,0.864083266932,9,0.1,1,3,"singles","odd",0.966775178909,1.53878211975,2,"e","029"
"experiment",1,157,-0.680891903768,-0.452325857281,9,0.1,2,3,"singles","odd",0.253964185715,3.13943099976,2,"e","029"
"experiment",4,158,0.977136052023,0.0528216324576,9,0.1,4,3,"singles","even",0.462965965271,0.748028039932,2,"e","029"
"experiment",4,159,-0.094100424876,0.988422126644,9,0.1,6,3,"singles","even",0.726800918579,0.496026992798,2,"e","029"
"experiment",4,160,-0.390508641527,0.600303892373,9,0.1,5,3,"singles","odd",0.846055984497,0.720973968506,2,"o","029"
"experiment",1,161,-0.866383917897,0.265307405179,9,0.1,3,3,"singles","even",0.398781061172,1.87399291992,2,"e","029"
"experiment",4,162,0.274767553944,0.624519678933,9,0.1,4,3,"singles","odd",0.758809089661,0.685853004456,2,"o","029"
"experiment",3,163,-0.681936052425,0.800959879812,9,0.1,6,3,"singles","even",3.14290690422,0.563231945038,2,"e","029"
"experiment",3,164,0.702040226239,-0.198808108348,9,0.1,5,3,"singles","odd",2.94999504089,1.25463891029,2,"o","029"
"experiment",1,165,0.931338262494,-0.493167400157,9,0.1,2,3,"singles","odd",0.366765022278,0.761312961578,2,"e","029"
"experiment",1,166,0.0758224803408,0.681913935278,9,0.1,3,3,"singles","even",0.262815952301,0.604084014893,2,"e","029"
"experiment",4,167,0.921461607523,0.0701090184989,9,0.1,1,3,"singles","even",0.494812965393,0.731324911118,2,"o","029"
"experiment",2,168,0.75544096829,-0.365576815669,7,0.1,1,13,"pairs","odd",1.83076691628,4.31664299965,2,"e","029"
"experiment",3,169,0.571108770742,0.843829748958,7,0.1,4,13,"pairs","odd",0.742897987366,1.54686307907,8,"o","029"
"experiment",3,170,-0.686952496724,-0.979226377811,3,0.1,6,13,"pairs","even",0.934895038605,0.516384840012,2,"e","029"
"experiment",3,171,0.789592581327,0.265999731047,3,0.1,3,13,"pairs","even",0.74998497963,0.844840049744,2,"e","029"
"experiment",3,172,-0.299341575876,0.637045221474,3,0.1,5,13,"pairs","odd",0.598831892014,0.796342134476,8,"o","029"
"experiment",1,173,0.93536756026,-0.16216390018,3,0.1,2,13,"pairs","even",0.709936141968,1.61042785645,2,"o","029"
"experiment",1,174,-0.919542514089,-0.0638617774423,3,0.1,4,13,"pairs","odd",0.685986995697,0.941456079483,8,"e","029"
"experiment",2,175,-0.0558558723758,0.47241057655,7,0.1,6,13,"pairs","even",2.60684704781,0.682638168335,2,"e","029"
"experiment",2,176,0.553904741705,0.224329573389,3,0.1,2,13,"pairs","odd",0.430769920349,0.976248979568,8,"o","029"
"experiment",2,177,0.2196180414,0.313281788191,7,0.1,1,13,"pairs","odd",1.62283396721,1.22321105003,8,"e","029"
"experiment",2,178,-0.636170887882,0.737665226408,7,0.1,3,13,"pairs","even",1.26999998093,0.861338853836,2,"o","029"
"experiment",3,179,0.375282537466,0.428825108095,3,0.1,5,13,"pairs","even",0.574606895447,0.815397024155,2,"e","029"
"experiment",1,180,0.743979288952,-0.825320993437,9,0.1,1,0,"quadruplet","even",0.542776107788,4.16582512856,8,"e","029"
"experiment",4,181,0.0118676529943,0.899930500996,9,0.1,4,0,"quadruplet","odd",0.862884998322,0.769547939301,2,"o","029"
"experiment",3,182,0.860472397266,-0.012568741665,9,0.1,5,0,"quadruplet","even",0.654820203781,0.496627092361,8,"e","029"
"experiment",3,183,-0.742431116195,0.727277387192,5,0.1,3,0,"quadruplet","odd",0.438884019852,0.934711933136,8,"e","029"
"experiment",3,184,-0.64421408145,-0.311911928134,3,0.1,6,0,"quadruplet","even",1.34286999702,0.750737905502,2,"e","029"
"experiment",2,185,0.111562654167,0.812262087314,9,0.1,2,0,"quadruplet","even",0.822804927826,0.920330047607,4,"o","029"
"experiment",2,186,0.423089024989,0.413780627339,3,0.1,1,0,"quadruplet","odd",0.958030939102,1.65124106407,8,"e","029"
"experiment",3,187,-0.182136224631,0.980631479555,5,0.1,3,0,"quadruplet","odd",0.670882940292,1.25622797012,2,"o","029"
"experiment",3,188,0.316226135809,0.796746464514,3,0.1,4,0,"quadruplet","odd",2.53395414352,1.50953793526,4,"o","029"
"experiment",4,189,0.244460686974,-0.322239005463,7,0.1,5,0,"quadruplet","even",0.750154018402,0.597200155258,4,"e","029"
"experiment",4,190,-0.160101335487,0.0218670034478,5,0.1,6,0,"quadruplet","odd",0.502783060074,1.58601307869,6,"o","029"
"experiment",2,191,0.0068645154021,-0.42013288731,7,0.1,2,0,"quadruplet","even",1.99876093864,2.06008791924,4,"e","029"
"experiment",2,192,0.661365591992,-0.893400840766,3,0.1,2,26,"pairs","even",3.20685100555,1.01109600067,8,"o","029"
"experiment",1,193,0.0388398606211,-0.221204831748,9,0.1,1,26,"pairs","even",0.278110027313,1.14119815826,8,"e","029"
"experiment",4,194,-0.502106323032,0.140752436267,9,0.1,5,26,"pairs","odd",1.19804000854,1.08752799034,8,"o","029"
"experiment",4,195,-0.476062501013,0.0555260049885,9,0.1,4,26,"pairs","odd",0.701704025269,1.16681003571,4,"o","029"
"experiment",1,196,0.855597275722,0.00193549685382,9,0.1,3,26,"pairs","odd",0.622071027756,0.839264154434,4,"e","029"
